"","Hour_Delay","Security_o","Airport_Distance","Number_of_flights","Support_Crew_Available","Weather","Baggage_loading_time","Late_Arrival_o"
"3361",1,38,454,42192,123,5,17,18
"3362",1,34,433,46099,136,6,17,19
"3363",1,30,434,44944,104,6,18,19
"3364",0,40,399,33949,133,5,15,17
"3365",1,26,458,42957,87,5,18,19
"3366",1,34,438,47323,79,5,18,20
"3367",1,39,443,45789,73,6,18,20
"3368",1,32,474,44667,83,6,17,19
"3369",1,33,440,47700,49,5,17,19
"3370",1,34,443,43483,125,6,17,19
"3371",1,34,441,44718,111,5,17,18
"3372",0,30,456,39084,107,6,17,18
"3373",0,40,438,45437,39,5,17,18
"3374",1,40,440,40883,129,6,17,18
"3375",1,32,449,43267,66,6,17,18
"3376",1,31,440,45561,64,5,18,19
"3377",0,39,438,39279,80,5,16,19
"3378",1,30,456,43379,47,5,17,19
"3379",0,31,423,36542,79,5,16,18
"3380",1,41,446,45606,87,6,18,19
"3381",1,36,448,43659,81,5,17,19
"3382",1,33,443,43951,90,6,17,19
"3383",0,32,445,44394,51,5,17,19
"3384",1,32,445,44626,54,6,18,20
"3385",1,36,460,41904,147,5,17,18
"3386",1,28,455,41692,136,5,17,19
"3387",1,37,448,48863,86,5,18,19
"3388",0,40,436,39235,126,6,16,17
"3389",0,32,413,37291,83,5,15,16
"3390",0,45,430,41074,99,5,17,18
"3391",1,35,450,44876,108,5,17,18
"3392",1,28,441,46901,21,6,17,20
"3393",0,49,440,42709,107,5,17,19
"3394",0,40,404,40101,132,5,16,18
"3395",1,43,430,46220,80,5,17,18
"3396",0,39,450,39523,129,5,15,18
"3397",1,34,459,42054,50,5,18,19
"3398",1,38,451,44220,94,6,18,19
"3399",1,45,453,43742,112,6,17,18
"3400",0,31,470,43141,114,5,17,19
"3401",0,36,423,34478,116,5,16,18
"3402",1,42,436,44724,23,5,17,20
"3403",0,39,447,38360,175,5,16,18
"3404",0,32,436,40743,92,5,16,17
"3405",1,32,431,46008,31,6,18,19
"3406",0,31,432,43234,76,5,16,18
"3407",0,46,432,39477,106,5,16,17
"3408",1,34,424,42057,132,5,17,18
"3409",1,41,427,41674,91,5,17,19
"3410",1,42,436,44444,131,6,17,19
"3411",1,32,433,42574,97,6,17,19
"3412",1,40,437,44970,77,5,17,19
"3413",0,43,404,36216,114,5,15,17
"3414",1,39,458,45142,49,6,18,19
"3415",1,43,439,44793,154,6,17,18
"3416",0,38,442,38358,122,6,17,18
"3417",0,40,404,41162,95,6,16,19
"3418",0,46,436,37913,137,5,16,18
"3419",0,44,439,38703,106,6,16,19
"3420",1,47,464,48902,106,6,18,20
"3421",1,42,430,46697,66,5,17,20
"3422",0,45,429,41768,71,5,16,17
"3423",1,38,455,45009,43,6,17,19
"3424",0,30,460,39978,114,5,16,18
"3425",1,40,463,42408,111,6,17,18
"3426",1,38,455,48913,48,5,18,20
"3427",1,42,437,44459,106,5,17,19
"3428",0,32,442,40509,66,5,16,18
"3429",1,35,439,39440,63,5,17,18
"3430",1,43,457,46662,75,6,18,18
"3431",0,46,417,42455,115,5,17,19
"3432",1,45,481,44930,135,6,17,19
"3433",1,20,440,44098,109,5,17,18
"3434",1,37,457,41466,57,5,17,18
"3435",1,30,444,41773,92,5,17,18
"3436",1,26,450,43074,70,5,17,19
"3437",0,45,441,41728,76,5,16,18
"3438",1,42,461,43724,85,6,17,18
"3439",0,44,441,34868,131,5,16,16
"3440",1,40,471,45427,43,6,17,19
"3441",0,31,410,42915,146,5,17,18
"3442",1,31,452,47612,62,6,17,19
"3443",1,44,419,44436,119,5,17,19
"3444",1,42,438,46209,0,5,17,18
"3445",1,41,457,42125,149,6,18,19
"3446",0,29,439,41397,98,6,16,19
"3447",1,47,426,44712,131,6,17,19
"3448",0,39,429,42275,76,5,16,19
"3449",0,27,448,39131,75,5,16,18
"3450",1,48,433,44060,111,6,17,20
"3451",1,27,445,42873,117,5,17,19
"3452",1,36,441,45521,111,5,17,18
"3453",0,34,444,40266,87,5,17,18
"3454",1,41,420,42091,61,6,17,18
"3455",1,37,445,40453,123,5,17,19
"3456",1,52,437,45655,106,5,16,19
"3457",1,40,460,43271,75,5,17,19
"3458",1,40,440,41981,70,5,17,19
"3459",0,35,429,35068,187,5,15,16
"3460",1,23,471,48335,85,5,19,20
"3461",1,43,420,41629,107,5,17,18
"3462",0,38,456,42146,88,5,17,18
"3463",1,35,456,46271,10,6,17,19
"3464",1,35,435,43437,23,6,18,19
"3465",1,35,432,44246,95,5,17,19
"3466",1,36,441,43672,108,5,17,19
"3467",1,30,441,45067,125,6,18,19
"3468",0,43,418,41037,29,5,16,18
"3469",0,34,443,41071,123,6,17,18
"3470",0,46,427,41766,133,5,17,18
"3471",1,37,465,44132,44,6,17,19
"3472",1,32,450,44751,91,6,17,19
"3473",0,44,433,39799,38,5,17,18
"3474",1,44,444,42986,81,6,17,19
"3475",1,35,435,45214,50,6,18,20
"3476",1,39,420,42664,106,5,18,19
"3477",0,36,452,45128,97,6,17,19
"3478",1,32,451,46014,65,6,18,19
"3479",1,37,449,43489,52,6,18,19
"3480",1,29,458,47509,78,6,18,20
"3481",0,19,427,42281,63,5,17,18
"3482",1,31,444,43253,111,6,18,19
"3483",1,28,462,41793,11,5,17,19
"3484",0,38,429,41472,127,6,17,18
"3485",0,42,456,42364,159,5,17,19
"3486",1,39,430,46780,101,5,18,20
"3487",1,42,428,46172,88,5,18,19
"3488",0,31,409,36813,150,5,15,17
"3489",1,43,444,44935,80,6,17,20
"3490",1,49,470,44683,63,5,17,19
"3491",1,48,451,47298,109,5,17,19
"3492",1,31,464,42958,34,6,17,19
"3493",0,43,421,41771,11,5,17,19
"3494",0,28,407,37748,69,5,16,18
"3495",1,43,429,42349,146,5,17,18
"3496",0,23,427,39881,50,6,17,17
"3497",1,35,425,44186,67,5,17,19
"3498",1,32,427,43684,55,6,18,19
"3499",0,28,450,42818,68,5,17,18
"3500",0,46,421,42457,59,5,16,18
"3501",1,33,449,42857,45,6,17,18
"3502",1,41,483,45230,15,6,17,19
"3503",1,31,440,46284,12,6,17,20
"3504",1,59,452,46048,119,6,18,18
"3505",1,39,454,43300,81,5,17,19
"3506",0,41,443,43462,94,5,17,19
"3507",0,16,454,44196,88,5,17,18
"3508",1,54,457,47035,62,6,18,19
"3509",0,50,441,42982,65,5,17,19
"3510",1,51,433,45603,14,5,17,18
"3511",1,17,459,42815,51,5,17,19
"3512",1,40,435,44835,48,6,18,19
"3513",1,38,450,41108,23,5,17,19
"3514",1,25,447,46636,86,5,17,19
"3515",0,39,444,42045,95,6,17,19
"3516",0,40,462,40162,109,5,17,19
"3517",0,37,469,42687,88,5,16,19
"3518",0,56,440,41729,83,5,16,17
"3519",1,41,446,42965,50,5,17,20
"3520",0,35,448,40409,107,5,17,19
"3521",0,34,449,44404,36,5,17,19
"3522",0,41,438,41121,38,6,17,18
"3523",1,33,450,45079,82,5,17,18
"3524",0,40,460,43701,157,6,16,19
"3525",1,29,449,46980,64,6,17,19
"3526",1,49,454,44555,39,6,18,19
"3527",1,43,435,44628,146,5,17,19
"3528",1,32,438,44397,65,6,17,19
"3529",0,37,435,43426,143,5,16,18
"3530",1,39,437,49666,63,6,17,20
"3531",0,39,442,42618,57,5,16,18
"3532",0,37,449,43264,92,5,17,19
"3533",1,48,439,44359,89,6,17,18
"3534",0,45,432,39580,94,6,17,18
"3535",1,50,454,46218,63,5,18,20
"3536",0,27,431,37198,106,5,17,18
"3537",1,33,433,46299,23,6,17,19
"3538",1,39,428,43102,57,5,17,19
"3539",1,29,452,46664,71,5,18,19
"3540",1,43,431,43043,74,6,17,19
"3541",1,36,434,46583,22,5,16,19
"3542",1,33,442,46150,54,5,17,18
"3543",1,34,455,45138,88,5,18,20
"3544",0,35,411,38904,172,5,16,17
"3545",1,30,450,44840,114,5,17,20
"3546",0,36,447,41756,136,5,17,19
"3547",1,48,423,42891,105,6,17,19
"3548",1,29,458,44332,41,5,17,19
"3549",1,38,436,45855,85,6,17,18
"3550",1,38,448,43692,53,5,17,18
"3551",0,56,440,40622,42,5,17,19
"3552",0,36,430,40027,149,6,16,18
"3553",1,42,468,43432,97,5,17,20
"3554",0,40,418,38720,153,5,16,18
"3555",0,49,439,41879,61,5,17,18
"3556",0,29,406,40258,80,5,17,18
"3557",0,27,429,39272,127,5,17,18
"3558",1,33,483,48376,61,6,18,20
"3559",0,37,450,39244,183,5,16,18
"3560",1,43,451,43901,93,5,17,20
"3561",1,37,436,45419,81,5,18,19
"3562",1,34,447,43596,59,6,17,19
"3563",1,41,437,44172,125,6,17,18
"3564",1,40,446,44442,51,5,17,20
"3565",1,56,427,45190,102,5,17,19
"3566",1,28,415,43666,6,5,17,19
"3567",0,26,444,43587,49,5,17,20
"3568",1,44,415,41946,107,5,17,20
"3569",0,37,433,40980,121,5,16,19
"3570",1,43,454,44058,32,5,17,19
"3571",1,41,473,47014,144,6,17,19
"3572",1,26,478,42769,100,5,17,19
"3573",1,44,462,45624,32,6,18,19
"3574",1,43,455,46756,40,6,18,20
"3575",1,37,444,44889,33,5,17,19
"3576",1,22,424,42653,95,6,17,18
"3577",0,50,449,41815,167,5,17,19
"3578",1,36,440,42698,70,6,18,19
"3579",1,44,448,43955,171,5,18,19
"3580",1,36,473,43369,63,5,18,18
"3581",1,25,466,44331,73,5,18,19
"3582",1,37,449,42365,73,6,18,18
"3583",1,40,443,42464,14,5,17,20
"3584",0,41,431,42282,120,6,17,19
"3585",0,36,417,41014,101,6,17,19
"3586",1,32,421,43753,80,5,18,20
"3587",1,24,448,44271,142,5,18,20
"3588",0,37,431,43641,79,5,16,18
"3589",0,42,442,41793,120,6,17,19
"3590",0,37,453,42219,70,5,16,19
"3591",0,42,427,41847,49,6,16,19
"3592",0,39,395,38732,74,5,17,18
"3593",1,37,450,46906,51,5,18,20
